channel_name,channel_id,watch_count
Lachlan Evenson,UCC5NsnXM2lE6kKfJKdQgsRQ,1
Lets Weld Something,UCHNlp0SkVEuVVHNtAuRH8UA,1
Liqo,UCYbWJMfwy3P6xT4JI_K84xw,1
Ludodrome,UC1MeZc7EDv8IQfqkVlZ_gnA,1
Lumberjack Build,UCC8RsQD36N6u_EPhdiS5qqQ,1
Making It,UCnD5lTlF3_tMTs5br5LjXXg,1
Materia Millwork,UCpTGgI7Y2GduFvpzq3FVzsQ,1
Mike Zamansky,UCxkMDXQ5qzYOgXPRnOBrp1w,1
Milwaukee Brasil,UCMUjyLQdLQWakX4V5xh1AWg,1
Nic Jackson,UC2V1SxXFUa5YxVJvTsrCgyg,1
Olivier Gomis,UC3kU2wdJ-PDJ4wZ1se7yBzg,1
Peaked Interest,UCfc6gIAlLtPwRKjj6E2KqLA,1
Qiqi Impact,UCVdGtFtxmc5P1u0-S7nPc4g,1
Rabbit Hole,UChxOodn3PfsH16dT41b9V8w,1
Rattle Kings,UCySsIrJi5goJb64_1y2dfSA,1
Rings Workshop,UCq0J_cP95El0KIkFf53vWoQ,1
Roberto Muricy,UCXQ81K5xiIl5BKWvlFdUkOg,1
Rustunit,UC6I_iEkF4KIGDOEL1cdcocQ,1
SATANSGUIDE,UCbYS0vE3aSlIcZGNxq2ZkjQ,1
Scott Z. Walkinshaw,UCo6GWFO2jnZYGprja5R545g,1
Sergei Winitzki,UCWpjX-z6_oNZhcHPzAAQy6g,1
Slightly Left of Centre,UCL49vdU-wXNu7RlHCxgHnkw,1
Stranger Parts,UCpDy_c0Wwcxxm1abKECH8zA,1
The Sheet Metal Kid,UCcex5P2d5l-5J5rib5B_MgA,1
Tidal Effect,UCSwYlvNiRGDh-2VyMqPlXmw,1
Tom Fidgen,UCaWR_UvszqJ0xIJYXcep3_w,1
Tormod Gilje Rossavik,UCtZ6eLCvkTX55XwBNy5oSTQ,1
US Digital,UCE18NVixiLaz0itt9T84jCw,1
Verge Science,UCtxJFU9DgUhfr2J2bveCHkQ,1
Vsauce3,UCwmFOfFuvRPI112vR5DNnrA,1
Waldo's World,UC6xNwCtnpXrWdFzDqn3lupg,1
Walnut Workshop,UCk6FNfe7yppiCyYXzAzM2MA,1
We Love Welding,UCh3ghd5RymWW-nt1NKt8vUw,1
YOMI Learn,UCidh5bs9k4UNSUysTia6rmA,1
Yisrael Dov L,UCNqFXwI5gNcyxt2c1zTQAKw,1
agepbiz,UC9lrGtEV25byBEw1JW65G4A,1
bobby feeno,UCAB03M7mYqGLyxPHbmE0wYw,1
buildxyz,UCyk_Oy9yB4Ydp_R01VLQYVw,1
mitxela,UCeEf90AEmmxaQs5BUkHqR3Q,1
pocket83²,UCZlSWjPEoVWaatAluWu3qWQ,1
